,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
83700,юр. лицо,списание средств,3341.01,наличный,Гродно,Белинвестбанк-JCJX-584,03-10-2024,22:49:25,недостаточно средств,да,226.08
83702,физ. лицо,списание средств,1499.82,наличный,Гомель,БелАгропромбанк-JMBC-532,03-08-2022,10:47:10,успешно,да,23.85
83716,юр. лицо,списание средств,178.17,безналичный,Брест,Приорбанк-RZGN-495,13-05-2024,02:20:23,успешно,да,12.04
83718,юр. лицо,списание средств,4067.8,безналичный,Могилев,Белинвестбанк-PSWV-082,22-06-2000,21:38:45,неправильный ввод пин-кода,да,171.7
83720,юр. лицо,списание средств,301.4,безналичный,Брест,МаксБанк-MPPS-313,18-07-2010,23:11:26,успешно,да,28.36
83726,юр. лицо,списание средств,3082.73,безналичный,Могилев,Белинвестбанк-VJPM-411,07-11-2021,17:32:22,недостаточно средств,да,175.53
83740,юр. лицо,списание средств,4944.5,безналичный,Витебск,Беларусбанк-SIWR-580,14-07-2000,17:18:19,неправильный ввод пин-кода,да,486.86
83746,юр. лицо,списание средств,238.46,наличный,Могилев,Приорбанк-WGJP-996,03-05-2011,08:46:09,недостаточно средств,да,7.54
83755,юр. лицо,списание средств,3697.84,безналичный,Могилев,Белинвестбанк-GFZS-255,09-12-2023,15:38:41,успешно,да,127.38
83758,юр. лицо,списание средств,1305.54,наличный,Брест,БелАгропромбанк-ZZUH-007,08-11-2007,04:16:20,недостаточно средств,да,84.89
83769,физ. лицо,списание средств,717.22,наличный,Могилев,БелАгропромбанк-DBBU-342,04-01-2004,19:32:19,неправильный ввод пин-кода,да,54.86
83773,юр. лицо,списание средств,2103.36,наличный,Витебск,Беларусбанк-LECF-778,07-11-2017,06:16:40,успешно,да,102.58
83782,физ. лицо,списание средств,1142.94,безналичный,Брест,БелАгропромбанк-FDZD-590,30-05-2023,17:28:37,неправильный ввод пин-кода,да,61.53
83783,юр. лицо,списание средств,3826.04,наличный,Гомель,МаксБанк-XPJD-827,25-03-2023,20:20:45,успешно,да,280.92
83793,физ. лицо,списание средств,1248.41,безналичный,Гродно,МаксБанк-BMVJ-605,29-09-2020,11:55:31,успешно,да,68.87
83802,юр. лицо,списание средств,3478.46,наличный,Витебск,Приорбанк-URIH-915,03-11-2014,17:48:30,неправильный ввод пин-кода,да,209.01
83808,юр. лицо,списание средств,3453.9,безналичный,Могилев,Белинвестбанк-TDPB-626,01-02-2001,02:59:40,неправильный ввод пин-кода,да,94.84
83811,физ. лицо,списание средств,4318.34,безналичный,Брест,Белинвестбанк-TDKJ-176,24-06-2024,09:52:36,успешно,да,362.73
83824,физ. лицо,списание средств,1173.08,наличный,Витебск,Белинвестбанк-IQDQ-603,24-06-2012,02:48:37,неправильный ввод пин-кода,да,88.68
83825,физ. лицо,списание средств,4982.96,безналичный,Минск,Приорбанк-UUDT-097,03-09-2000,02:27:23,неправильный ввод пин-кода,да,131.4
83830,физ. лицо,списание средств,3859.92,безналичный,Гомель,Приорбанк-IXFU-046,10-01-2013,06:23:15,успешно,да,302.12
83832,физ. лицо,списание средств,1121.8,наличный,Витебск,МаксБанк-GQZQ-465,18-12-2013,03:16:55,успешно,да,90.09
83840,физ. лицо,списание средств,4692.38,безналичный,Витебск,Беларусбанк-JNIP-893,25-08-2006,16:53:31,неправильный ввод пин-кода,да,458.21
83844,физ. лицо,списание средств,3243.45,наличный,Витебск,БелАгропромбанк-CPOJ-537,09-08-2023,09:13:03,недостаточно средств,да,56.18
83846,юр. лицо,списание средств,619.6,наличный,Брест,Приорбанк-IPBO-083,18-02-2014,22:07:29,недостаточно средств,да,15.88
83850,физ. лицо,списание средств,881.41,наличный,Гомель,Беларусбанк-STVG-188,19-10-2009,04:50:14,недостаточно средств,да,52.26
83851,физ. лицо,списание средств,2021.05,безналичный,Гомель,Белинвестбанк-QANB-460,17-05-2012,16:56:09,неправильный ввод пин-кода,да,116.49
83852,физ. лицо,списание средств,1822.8,безналичный,Брест,Приорбанк-GPWE-861,15-11-2007,16:26:59,недостаточно средств,да,21.02
83855,юр. лицо,списание средств,3036.68,безналичный,Витебск,Приорбанк-PIOK-539,05-02-2014,17:25:10,недостаточно средств,да,293.89
83857,физ. лицо,списание средств,478.14,безналичный,Могилев,МаксБанк-XBZG-203,05-06-2013,11:55:37,неправильный ввод пин-кода,да,22.29
83858,физ. лицо,списание средств,2788.66,безналичный,Брест,Приорбанк-BGYX-258,12-10-2015,09:35:35,успешно,да,154.65
83863,физ. лицо,списание средств,2720.0,наличный,Брест,Приорбанк-DHZI-409,17-10-2015,16:00:41,недостаточно средств,да,164.29
83865,физ. лицо,списание средств,3819.64,безналичный,Витебск,Белинвестбанк-ZUKZ-600,15-06-2013,10:44:14,успешно,да,68.81
83869,физ. лицо,списание средств,1660.37,безналичный,Гродно,МаксБанк-DDEG-631,24-07-2003,00:48:37,неправильный ввод пин-кода,да,69.48
83873,физ. лицо,списание средств,674.01,наличный,Витебск,Белинвестбанк-UHYY-629,25-04-2008,09:49:53,успешно,да,8.52
83884,физ. лицо,списание средств,118.38,безналичный,Минск,Белинвестбанк-HRBO-678,15-02-2001,20:37:46,успешно,да,6.09
83897,юр. лицо,списание средств,3087.29,наличный,Гомель,Приорбанк-APAY-431,25-08-2008,16:34:25,недостаточно средств,да,47.71
83899,физ. лицо,списание средств,2068.56,наличный,Гомель,Белинвестбанк-HDYF-720,27-06-2009,09:17:30,успешно,да,59.91
83903,физ. лицо,списание средств,2370.39,наличный,Минск,БелАгропромбанк-RXTJ-884,21-03-2000,08:42:10,недостаточно средств,да,196.29
83905,юр. лицо,списание средств,2000.7,наличный,Брест,Белинвестбанк-JGNR-282,17-04-2020,06:32:56,недостаточно средств,да,157.87
83913,физ. лицо,списание средств,236.23,безналичный,Могилев,МаксБанк-OKXN-624,05-03-2012,15:10:43,неправильный ввод пин-кода,да,20.98
83914,юр. лицо,списание средств,1811.94,наличный,Брест,Белинвестбанк-VUQN-523,14-04-2013,10:16:46,неправильный ввод пин-кода,да,112.63
83918,физ. лицо,списание средств,373.37,безналичный,Могилев,МаксБанк-GOLH-882,03-10-2001,22:44:08,успешно,да,18.4
83924,юр. лицо,списание средств,2792.25,наличный,Брест,МаксБанк-JGHI-924,14-07-2002,09:21:05,неправильный ввод пин-кода,да,226.85
83930,юр. лицо,списание средств,1811.63,безналичный,Витебск,Приорбанк-SOYL-986,09-06-2020,08:33:54,неправильный ввод пин-кода,да,51.39
83936,физ. лицо,списание средств,4974.71,наличный,Гомель,Приорбанк-DIHM-633,21-07-2009,14:41:41,неправильный ввод пин-кода,да,52.95
83943,физ. лицо,списание средств,3885.26,безналичный,Гомель,Белинвестбанк-OWXG-575,28-09-2006,23:29:23,успешно,да,104.53
83949,юр. лицо,списание средств,227.44,наличный,Брест,Приорбанк-MZZO-104,15-08-2012,15:10:21,успешно,да,8.45
83958,юр. лицо,списание средств,3402.95,безналичный,Гродно,БелАгропромбанк-PNXH-657,12-10-2006,08:31:38,неправильный ввод пин-кода,да,63.49
83969,физ. лицо,списание средств,1497.48,безналичный,Витебск,МаксБанк-OSQZ-715,09-07-2001,20:25:32,неправильный ввод пин-кода,да,49.26
83976,юр. лицо,списание средств,1764.61,наличный,Могилев,МаксБанк-DQGA-578,08-01-2004,19:36:18,недостаточно средств,да,130.54
83977,юр. лицо,списание средств,4535.14,безналичный,Брест,Беларусбанк-MJWE-768,22-11-2004,04:35:04,неправильный ввод пин-кода,да,118.26
83979,физ. лицо,списание средств,792.35,безналичный,Гомель,Беларусбанк-FYYI-434,17-02-2017,17:34:56,недостаточно средств,да,29.77
83980,физ. лицо,списание средств,974.9,безналичный,Могилев,БелАгропромбанк-YXMG-980,22-08-2009,02:07:50,недостаточно средств,да,33.56
83982,юр. лицо,списание средств,4513.49,наличный,Могилев,Приорбанк-WEXX-107,08-10-2018,23:28:43,успешно,да,217.32
83989,физ. лицо,списание средств,2204.95,безналичный,Брест,Белинвестбанк-FWFM-693,17-05-2013,01:23:35,недостаточно средств,да,39.93
83999,физ. лицо,списание средств,952.73,наличный,Гомель,Приорбанк-RQDL-655,09-12-2001,14:03:35,успешно,да,84.69
84000,юр. лицо,списание средств,4233.25,безналичный,Минск,МаксБанк-FVTL-758,22-09-2016,16:42:59,недостаточно средств,да,135.47
84003,физ. лицо,списание средств,3413.27,безналичный,Минск,Приорбанк-TEAM-940,15-06-2015,20:24:27,неправильный ввод пин-кода,да,91.89
84006,физ. лицо,списание средств,4766.13,безналичный,Гомель,Приорбанк-CWTQ-374,26-07-2016,04:52:45,неправильный ввод пин-кода,да,224.97
84025,юр. лицо,списание средств,317.4,безналичный,Минск,БелАгропромбанк-ZSWN-148,02-12-2005,14:30:45,успешно,да,18.01
84030,юр. лицо,списание средств,2282.61,наличный,Могилев,Белинвестбанк-ETDW-601,05-12-2018,04:05:20,успешно,да,132.44
84035,юр. лицо,списание средств,2182.86,наличный,Могилев,МаксБанк-BLCM-234,11-10-2002,00:02:36,успешно,да,143.65
84044,физ. лицо,списание средств,2459.09,наличный,Минск,БелАгропромбанк-LANA-314,15-06-2002,18:06:39,успешно,да,220.34
84049,юр. лицо,списание средств,4860.79,безналичный,Брест,Беларусбанк-YVLG-375,19-12-2008,03:59:34,недостаточно средств,да,336.1
84057,юр. лицо,списание средств,4323.05,наличный,Могилев,Белинвестбанк-BUAZ-680,19-08-2006,00:11:14,недостаточно средств,да,278.32
84059,физ. лицо,списание средств,2495.42,наличный,Брест,Приорбанк-HTRR-725,27-04-2022,23:02:21,успешно,да,155.9
84069,физ. лицо,списание средств,3803.73,наличный,Витебск,БелАгропромбанк-FSMB-709,22-11-2016,23:03:55,успешно,да,192.19
84070,юр. лицо,списание средств,4596.56,наличный,Минск,Приорбанк-YTIA-460,01-10-2020,02:30:35,недостаточно средств,да,313.62
84095,юр. лицо,списание средств,589.02,наличный,Могилев,БелАгропромбанк-JEFZ-307,28-06-2000,17:31:42,успешно,да,11.68
84097,юр. лицо,списание средств,3887.97,безналичный,Гомель,Приорбанк-TZRG-769,10-08-2003,13:20:41,неправильный ввод пин-кода,да,139.62
84100,физ. лицо,списание средств,1418.85,безналичный,Витебск,МаксБанк-VWIY-593,28-06-2018,08:49:32,неправильный ввод пин-кода,да,113.4
84106,юр. лицо,списание средств,1965.03,наличный,Минск,Приорбанк-AHWI-354,21-07-2014,07:18:23,успешно,да,188.82
84110,физ. лицо,списание средств,852.78,безналичный,Могилев,БелАгропромбанк-OKIU-486,04-10-2006,17:38:20,неправильный ввод пин-кода,да,31.24
84131,юр. лицо,списание средств,4450.65,безналичный,Витебск,МаксБанк-MTPO-564,18-09-2018,11:56:59,успешно,да,405.37
84133,физ. лицо,списание средств,3554.28,наличный,Брест,Белинвестбанк-QKOA-870,12-06-2006,13:06:20,неправильный ввод пин-кода,да,120.28
84151,физ. лицо,списание средств,206.75,безналичный,Минск,Беларусбанк-FDNM-384,14-09-2013,21:42:00,недостаточно средств,да,11.96
84157,физ. лицо,списание средств,4293.51,безналичный,Витебск,Приорбанк-AKKU-859,12-09-2018,01:49:29,успешно,да,241.37
84158,юр. лицо,списание средств,3999.41,наличный,Минск,БелАгропромбанк-AGFT-966,25-05-2013,01:56:03,успешно,да,300.32
84165,юр. лицо,списание средств,4046.52,безналичный,Минск,БелАгропромбанк-UXCK-849,21-09-2014,03:33:10,успешно,да,381.25
84167,физ. лицо,списание средств,2658.52,наличный,Брест,МаксБанк-BBLG-481,14-09-2021,13:16:30,неправильный ввод пин-кода,да,48.79
84168,физ. лицо,списание средств,4310.53,наличный,Гродно,Беларусбанк-ZMXX-856,12-05-2024,17:32:25,успешно,да,62.38
84170,юр. лицо,списание средств,4291.04,наличный,Гомель,Белинвестбанк-TDHP-720,12-12-2013,22:33:38,недостаточно средств,да,203.87
84171,физ. лицо,списание средств,1149.78,безналичный,Гродно,МаксБанк-JMRU-172,27-06-2017,12:14:01,успешно,да,111.69
84179,юр. лицо,списание средств,2159.05,наличный,Гомель,Белинвестбанк-ENOT-328,01-08-2017,03:02:58,недостаточно средств,да,195.11
84185,физ. лицо,списание средств,606.89,наличный,Могилев,МаксБанк-OHAV-301,31-12-2023,09:15:59,успешно,да,55.49
84186,юр. лицо,списание средств,1482.24,наличный,Брест,Белинвестбанк-QKEA-758,20-01-2006,09:51:17,неправильный ввод пин-кода,да,108.67
84199,юр. лицо,списание средств,2980.1,наличный,Могилев,БелАгропромбанк-ECVV-824,20-11-2014,22:25:29,успешно,да,59.2
84203,физ. лицо,списание средств,153.71,безналичный,Гродно,Беларусбанк-SYSR-359,18-06-2006,16:38:30,неправильный ввод пин-кода,да,5.68
84206,юр. лицо,списание средств,2109.92,безналичный,Брест,Беларусбанк-ELVJ-923,19-01-2000,02:43:34,успешно,да,73.89
84211,юр. лицо,списание средств,4307.25,безналичный,Гродно,Белинвестбанк-EJMB-402,13-07-2003,18:03:57,недостаточно средств,да,59.5
84213,физ. лицо,списание средств,3694.99,наличный,Брест,Приорбанк-FRUG-961,04-07-2023,18:13:16,недостаточно средств,да,359.84
84218,юр. лицо,списание средств,589.67,наличный,Брест,МаксБанк-VELA-694,27-05-2020,20:58:31,успешно,да,23.53
84219,юр. лицо,списание средств,2579.86,наличный,Минск,БелАгропромбанк-MWGF-451,27-07-2018,10:22:28,успешно,да,193.3
84221,физ. лицо,списание средств,1560.45,безналичный,Могилев,Беларусбанк-GASG-314,18-09-2017,12:10:08,недостаточно средств,да,37.18
84226,физ. лицо,списание средств,1652.11,безналичный,Витебск,БелАгропромбанк-RFFL-674,28-02-2024,10:13:40,неправильный ввод пин-кода,да,35.26
84247,юр. лицо,списание средств,2585.52,безналичный,Могилев,БелАгропромбанк-VHOM-553,15-10-2001,20:11:08,неправильный ввод пин-кода,да,240.6
84258,физ. лицо,списание средств,383.64,безналичный,Витебск,Приорбанк-NYWW-590,17-04-2012,18:22:55,неправильный ввод пин-кода,да,9.83
84260,физ. лицо,списание средств,1943.83,наличный,Гродно,Беларусбанк-EVMD-394,01-11-2002,09:12:47,недостаточно средств,да,96.51
84268,физ. лицо,списание средств,2847.59,наличный,Минск,Беларусбанк-SCMV-303,05-10-2013,16:57:45,недостаточно средств,да,38.49
84273,физ. лицо,списание средств,1267.11,наличный,Гомель,МаксБанк-FTND-326,05-11-2023,03:24:50,недостаточно средств,да,117.1
84275,физ. лицо,списание средств,2287.72,наличный,Гродно,Беларусбанк-AIID-798,25-11-2010,05:40:47,недостаточно средств,да,81.28
84278,физ. лицо,списание средств,150.04,наличный,Гродно,БелАгропромбанк-BRXT-717,12-06-2005,15:52:00,недостаточно средств,да,13.89
84280,юр. лицо,списание средств,4076.98,безналичный,Гомель,Беларусбанк-LWVG-131,15-09-2019,07:47:41,успешно,да,212.77
84281,физ. лицо,списание средств,3061.56,наличный,Брест,МаксБанк-ZNDG-620,11-03-2005,00:38:38,недостаточно средств,да,165.64
84283,юр. лицо,списание средств,4343.75,наличный,Гомель,Белинвестбанк-KTPV-436,13-03-2006,20:24:03,недостаточно средств,да,107.75
84292,юр. лицо,списание средств,2729.09,наличный,Витебск,Приорбанк-RWDQ-878,12-05-2021,14:14:46,недостаточно средств,да,180.82
84299,юр. лицо,списание средств,1995.46,безналичный,Минск,Беларусбанк-TGZZ-166,25-05-2006,10:52:42,неправильный ввод пин-кода,да,25.28
84304,физ. лицо,списание средств,2958.28,наличный,Гродно,БелАгропромбанк-ABPW-724,17-03-2008,12:50:27,недостаточно средств,да,117.27
84314,юр. лицо,списание средств,203.77,наличный,Могилев,Белинвестбанк-APOA-101,23-02-2004,11:09:19,недостаточно средств,да,9.88
84316,юр. лицо,списание средств,1863.17,наличный,Брест,Беларусбанк-ABAH-383,04-01-2012,05:43:42,успешно,да,146.74
84317,юр. лицо,списание средств,2546.12,наличный,Брест,Беларусбанк-KQCQ-278,14-02-2002,20:31:30,недостаточно средств,да,198.91
84318,юр. лицо,списание средств,1350.76,безналичный,Брест,Приорбанк-KOSK-998,24-02-2005,00:42:44,неправильный ввод пин-кода,да,61.03
84322,физ. лицо,списание средств,2031.0,безналичный,Могилев,БелАгропромбанк-DHNL-773,05-06-2016,04:20:05,успешно,да,27.41
84333,юр. лицо,списание средств,3323.64,наличный,Витебск,БелАгропромбанк-LGUC-015,30-11-2009,17:52:57,неправильный ввод пин-кода,да,168.14
84349,юр. лицо,списание средств,117.79,безналичный,Витебск,БелАгропромбанк-SCXC-892,02-07-2003,05:53:34,успешно,да,5.72
84351,юр. лицо,списание средств,737.61,наличный,Витебск,МаксБанк-LZXM-692,31-10-2005,13:43:34,успешно,да,28.33
84356,физ. лицо,списание средств,94.01,наличный,Гомель,Белинвестбанк-MFZT-296,23-01-2003,23:23:33,успешно,да,2.56
84359,юр. лицо,списание средств,240.83,наличный,Гомель,МаксБанк-XENU-716,16-08-2006,18:13:40,неправильный ввод пин-кода,да,6.12
84372,физ. лицо,списание средств,3855.99,наличный,Витебск,Белинвестбанк-XSYD-264,02-12-2006,05:33:23,недостаточно средств,да,326.18
84375,юр. лицо,списание средств,4903.67,наличный,Брест,Белинвестбанк-JDFE-836,11-04-2017,08:21:06,успешно,да,126.34
84383,юр. лицо,списание средств,669.79,безналичный,Гродно,БелАгропромбанк-HXPJ-255,05-06-2009,09:40:47,недостаточно средств,да,24.35
84391,физ. лицо,списание средств,1552.48,наличный,Гомель,Беларусбанк-FJBO-663,13-04-2005,02:04:42,недостаточно средств,да,155.16
84396,физ. лицо,списание средств,4019.26,наличный,Могилев,Приорбанк-LEWO-494,27-09-2007,18:32:35,неправильный ввод пин-кода,да,400.06
84400,физ. лицо,списание средств,1313.13,безналичный,Могилев,Белинвестбанк-YHBZ-158,21-11-2003,04:12:02,недостаточно средств,да,123.42
84403,юр. лицо,списание средств,4074.75,наличный,Витебск,Белинвестбанк-PUOK-974,21-11-2010,01:48:45,недостаточно средств,да,353.55
84405,физ. лицо,списание средств,494.67,наличный,Могилев,БелАгропромбанк-ZTJN-904,26-12-2023,15:10:59,неправильный ввод пин-кода,да,36.36
84411,физ. лицо,списание средств,4388.17,наличный,Гродно,Белинвестбанк-BCNO-515,16-10-2007,01:16:59,успешно,да,343.96
84420,юр. лицо,списание средств,3269.95,безналичный,Гомель,Беларусбанк-IVIH-490,07-04-2020,05:27:15,недостаточно средств,да,248.66
84421,физ. лицо,списание средств,514.14,безналичный,Минск,Беларусбанк-CXHO-459,01-04-2019,08:19:33,успешно,да,28.48
84423,юр. лицо,списание средств,3044.04,наличный,Минск,МаксБанк-ZUEA-921,10-05-2010,23:28:31,неправильный ввод пин-кода,да,150.22
84427,физ. лицо,списание средств,585.72,безналичный,Гомель,Беларусбанк-MHYJ-204,12-02-2007,11:17:23,успешно,да,44.71
84437,юр. лицо,списание средств,3261.7,наличный,Гомель,Беларусбанк-AGTW-866,06-07-2023,13:29:00,успешно,да,139.51
84448,юр. лицо,списание средств,1711.88,безналичный,Могилев,Белинвестбанк-SBSA-938,27-07-2015,14:20:06,успешно,да,145.52
84460,физ. лицо,списание средств,438.75,наличный,Минск,Белинвестбанк-VRCJ-947,24-01-2022,07:25:52,успешно,да,38.31
84470,физ. лицо,списание средств,3648.68,наличный,Витебск,Приорбанк-VZTR-699,24-09-2004,17:50:20,успешно,да,172.21
84472,физ. лицо,списание средств,1238.37,наличный,Гомель,Белинвестбанк-LFZH-949,14-11-2014,19:52:19,неправильный ввод пин-кода,да,104.05
84485,юр. лицо,списание средств,2156.64,безналичный,Гомель,Белинвестбанк-DCGT-720,22-12-2018,01:01:43,недостаточно средств,да,29.17
84486,физ. лицо,списание средств,4722.94,наличный,Гомель,МаксБанк-HRSG-311,07-03-2002,08:31:28,неправильный ввод пин-кода,да,465.03
84500,юр. лицо,списание средств,1788.36,безналичный,Брест,Приорбанк-AKZH-723,06-03-2002,15:37:00,недостаточно средств,да,114.88
84508,физ. лицо,списание средств,1555.34,наличный,Витебск,МаксБанк-ECEI-957,09-10-2019,04:11:13,успешно,да,94.47
84513,физ. лицо,списание средств,4902.15,безналичный,Гродно,Приорбанк-DTDP-575,27-08-2017,08:30:53,неправильный ввод пин-кода,да,54.45
84519,юр. лицо,списание средств,1791.96,наличный,Минск,Белинвестбанк-LFRG-768,07-03-2015,17:59:14,недостаточно средств,да,25.94
84532,юр. лицо,списание средств,3041.38,безналичный,Витебск,Беларусбанк-MKAW-291,08-05-2010,08:11:03,успешно,да,162.0
84534,юр. лицо,списание средств,262.99,наличный,Могилев,Беларусбанк-IDVA-502,11-05-2011,03:58:34,успешно,да,13.32
84537,физ. лицо,списание средств,2765.17,наличный,Брест,Белинвестбанк-RLQF-203,17-11-2021,04:55:16,недостаточно средств,да,246.71
84555,физ. лицо,списание средств,1303.43,наличный,Гродно,Беларусбанк-MAYR-057,15-02-2003,11:26:03,успешно,да,76.24
84557,юр. лицо,списание средств,2953.47,наличный,Гродно,Приорбанк-JSTH-028,27-03-2011,15:32:16,неправильный ввод пин-кода,да,107.34
84561,юр. лицо,списание средств,4865.97,безналичный,Витебск,Приорбанк-FCSA-744,14-03-2014,22:37:43,недостаточно средств,да,414.86
84562,юр. лицо,списание средств,3396.7,наличный,Минск,МаксБанк-EXVS-153,25-03-2013,14:13:06,неправильный ввод пин-кода,да,171.41
84563,юр. лицо,списание средств,2251.7,наличный,Минск,БелАгропромбанк-FJKC-512,05-07-2015,08:05:43,неправильный ввод пин-кода,да,145.99
84567,юр. лицо,списание средств,323.89,безналичный,Гродно,Белинвестбанк-IOUL-703,04-03-2022,20:46:46,недостаточно средств,да,14.02
84569,юр. лицо,списание средств,749.03,безналичный,Могилев,Беларусбанк-MMFX-598,18-01-2000,02:58:49,успешно,да,13.88
84575,физ. лицо,списание средств,3012.54,безналичный,Могилев,Приорбанк-ZDIZ-122,17-10-2013,05:44:01,успешно,да,161.52
84587,юр. лицо,списание средств,4651.0,безналичный,Брест,Беларусбанк-OERD-519,15-06-2022,11:10:12,неправильный ввод пин-кода,да,126.06
84593,физ. лицо,списание средств,2980.86,безналичный,Брест,Белинвестбанк-JHJX-919,13-08-2019,03:13:31,успешно,да,216.93
84594,физ. лицо,списание средств,4539.66,наличный,Брест,Приорбанк-XMPX-167,16-01-2015,02:37:11,успешно,да,162.18
84601,юр. лицо,списание средств,3567.21,безналичный,Могилев,БелАгропромбанк-WMNZ-193,17-12-2007,09:05:07,успешно,да,152.7
84606,юр. лицо,списание средств,377.73,наличный,Гродно,БелАгропромбанк-NQEP-427,26-02-2015,04:26:38,недостаточно средств,да,37.47
84628,физ. лицо,списание средств,1655.52,наличный,Гродно,Белинвестбанк-ABEV-840,20-06-2020,17:14:02,успешно,да,151.74
84634,физ. лицо,списание средств,1689.37,безналичный,Гомель,Беларусбанк-IONC-851,23-09-2023,00:57:25,неправильный ввод пин-кода,да,25.55
84635,физ. лицо,списание средств,2475.11,безналичный,Витебск,БелАгропромбанк-YORC-488,14-02-2002,06:16:14,неправильный ввод пин-кода,да,33.82
84646,физ. лицо,списание средств,1958.75,безналичный,Гомель,Белинвестбанк-MBJD-460,27-07-2011,02:37:00,недостаточно средств,да,29.57
84648,физ. лицо,списание средств,403.78,наличный,Витебск,Беларусбанк-NFIO-483,23-10-2000,18:01:24,успешно,да,19.57
84650,физ. лицо,списание средств,3723.7,наличный,Могилев,БелАгропромбанк-KOBT-464,12-03-2000,08:59:05,недостаточно средств,да,352.27
84654,физ. лицо,списание средств,3090.61,безналичный,Могилев,Беларусбанк-EPXH-332,22-08-2016,17:06:56,неправильный ввод пин-кода,да,227.97
84658,юр. лицо,списание средств,2531.22,наличный,Гродно,Беларусбанк-JVQE-865,26-06-2021,23:47:38,недостаточно средств,да,249.62
84667,юр. лицо,списание средств,3368.0,безналичный,Могилев,Приорбанк-JXXQ-100,02-02-2015,22:17:04,успешно,да,39.2
84668,юр. лицо,списание средств,3276.41,наличный,Гродно,МаксБанк-VELF-790,15-04-2012,08:43:09,успешно,да,118.34
84672,физ. лицо,списание средств,4073.8,наличный,Гомель,Приорбанк-TWQZ-917,24-01-2018,03:09:10,успешно,да,397.51
84677,юр. лицо,списание средств,3686.14,наличный,Гомель,БелАгропромбанк-NAUI-075,13-05-2023,06:57:54,успешно,да,166.17
84690,физ. лицо,списание средств,4373.73,безналичный,Могилев,Белинвестбанк-UPYG-044,25-04-2007,18:33:44,успешно,да,93.82
84693,физ. лицо,списание средств,4193.85,наличный,Витебск,Белинвестбанк-NXKV-561,06-04-2005,04:33:35,успешно,да,395.29
84695,юр. лицо,списание средств,775.11,безналичный,Минск,Приорбанк-MFEN-825,03-12-2016,09:25:50,неправильный ввод пин-кода,да,16.52
84703,юр. лицо,списание средств,3756.33,безналичный,Гомель,Белинвестбанк-VOND-942,19-05-2003,18:17:27,неправильный ввод пин-кода,да,249.82
84704,физ. лицо,списание средств,2765.98,безналичный,Могилев,Приорбанк-QATA-188,25-06-2015,22:24:52,неправильный ввод пин-кода,да,45.71
84707,юр. лицо,списание средств,3177.41,наличный,Брест,Белинвестбанк-BQWT-047,10-11-2016,03:10:32,успешно,да,86.07
84709,юр. лицо,списание средств,2269.87,наличный,Гомель,МаксБанк-KHPE-221,11-04-2014,10:09:41,недостаточно средств,да,71.69
84714,юр. лицо,списание средств,51.32,наличный,Брест,БелАгропромбанк-VDRX-814,04-12-2023,17:10:51,успешно,да,4.06
84720,юр. лицо,списание средств,2136.58,безналичный,Могилев,Белинвестбанк-RSUR-347,08-02-2001,13:15:27,успешно,да,90.28
84721,физ. лицо,списание средств,2787.83,наличный,Могилев,БелАгропромбанк-MWHM-350,21-08-2011,00:22:33,недостаточно средств,да,277.05
84724,физ. лицо,списание средств,4330.02,наличный,Гомель,Приорбанк-BLSC-748,09-08-2007,22:45:07,неправильный ввод пин-кода,да,303.72
84727,физ. лицо,списание средств,2157.08,наличный,Минск,Белинвестбанк-GYQB-663,14-01-2014,06:36:57,недостаточно средств,да,70.75
84729,физ. лицо,списание средств,405.86,наличный,Минск,Беларусбанк-GRRQ-202,19-11-2002,07:32:37,успешно,да,28.95
84731,физ. лицо,списание средств,4775.28,безналичный,Гродно,МаксБанк-XAWS-873,29-04-2011,08:28:20,неправильный ввод пин-кода,да,433.9
84732,юр. лицо,списание средств,2908.38,безналичный,Гродно,Белинвестбанк-XGLL-598,05-12-2019,13:24:25,недостаточно средств,да,162.65
84738,юр. лицо,списание средств,1853.5,наличный,Минск,БелАгропромбанк-KPBH-990,24-01-2024,07:54:12,успешно,да,140.94
84743,юр. лицо,списание средств,2914.58,наличный,Брест,Приорбанк-CURQ-956,20-04-2007,13:22:00,недостаточно средств,да,44.72
84750,юр. лицо,списание средств,2453.17,наличный,Витебск,Белинвестбанк-HDLF-358,08-04-2004,09:38:02,неправильный ввод пин-кода,да,172.35
84780,физ. лицо,списание средств,2306.55,безналичный,Витебск,Белинвестбанк-XDLR-542,28-08-2007,17:35:25,неправильный ввод пин-кода,да,152.17
84800,юр. лицо,списание средств,4989.46,безналичный,Брест,МаксБанк-OAVF-199,09-10-2011,04:57:32,успешно,да,493.6
84802,юр. лицо,списание средств,495.39,наличный,Гомель,Приорбанк-QZXK-440,08-03-2012,10:48:17,успешно,да,27.96
84803,физ. лицо,списание средств,898.04,безналичный,Могилев,Беларусбанк-FMVN-885,23-02-2021,13:12:40,недостаточно средств,да,38.23
84810,физ. лицо,списание средств,2150.03,наличный,Минск,МаксБанк-VBHB-798,23-07-2013,20:20:48,недостаточно средств,да,205.34
84811,физ. лицо,списание средств,940.28,безналичный,Могилев,МаксБанк-HYCM-230,22-03-2006,17:34:54,недостаточно средств,да,13.94
